objectId,admin3_code,admin2_code,ACL,admin1_code,name,dem,latitude,population,updatedAt,alternatenames,longitude,feature_class,modification_date,cc2,country_code,feature_code,geonameid,ascii_name,timezone,createdAt,elevation
e8Z0RBMVvD,,193,null,36,Bilthra,71,26.12705,17228,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Belthara,Bilthar,Bilthra",83.89148,P,9/6/15,,IN,PPL,1275589,Bilthra,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
R0r5oKBTVk,,511,null,16,Biloli,371,18.77385,14716,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),Biloli,77.72463,P,8/7/15,,IN,PPL,1275601,Biloli,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
B1j9leSfz7,,191,null,36,Bilari_ganj,83,26.19593,13244,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bilariaganj,Bilari_ganj,Bilrayaganj,Bilray_ganj",83.2269,P,9/6/15,,IN,PPL,1275645,Bilariaganj,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
rXtBew37o0,,490,null,9,Bilimora,15,20.76957,510879,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bilimor,Bilimora,Mora",72.96134,P,10/13/14,,IN,PPL,1275610,Bilimora,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
89HY3ZPdiW,,177,null,36,B_k_pur,105,26.59534,13177,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bikapur,B_k_pur",82.13272,P,8/7/15,,IN,PPL,1275661,Bikapur,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
8axX5InNRI,,155,null,36,Bilgr_m,146,27.17509,27173,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bilgram,Bilgr_m",80.03201,P,2/6/16,,IN,PPL,1275618,Bilgram,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
NEnyiAQLT8,,135,null,36,Bil_ri,198,28.62146,29666,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bilari,Bil_ri",78.80361,P,8/7/15,,IN,PPL,1275646,Bilari,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
CCYfpsoEhr,,136,null,36,B_l_spur,199,28.88655,39873,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bilaspur,Bil_spur,B_l_spur",79.2703,P,10/4/15,,IN,PPL,1275634,Bilaspur,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
ILrAD50PNB,,101,null,24,B_kaner,229,28.01762,576015,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"BKB,Bikaner,B�k�ner,B_kaner,B_k_ner,bikanera,_______,_______",73.31495,P,2/6/17,,IN,PPL,1275665,Bikaner,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
coJqe8z5jD,,151,null,36,Bilsanda,171,28.24341,15538,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),Bilsanda,79.95135,P,8/7/15,,IN,PPL,1275593,Bilsanda,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
IIO9bMCEuw,,113,null,24,Bil_ra,276,26.18067,41710,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bilara,Bil_ra",73.7055,P,10/4/15,,IN,PPL,1275647,Bilara,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
deVNXL8oFo,,141,null,36,B_l_spur,207,28.39128,8036,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bilaspur,Bil_spur,B_l_spur",77.62421,P,5/6/15,,IN,PPL,1275635,Bilaspur,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
PrpNUAgLzU,,423,null,35,Bijrauni,462,24.93296,5743,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bijrauni,Bijroni",77.64352,P,8/7/15,,IN,PPL,1275674,Bijrauni,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
aUTgTVCiGS,,425,null,35,Bij_war,360,24.62351,19468,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bijawar,Bij_war",79.48994,P,8/7/15,,IN,PPL,1275694,Bijawar,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
5L5HYxxvHK,,14,null,12,Bijbehara,1607,33.79378,24590,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bijbehara,Bijbiara,Bijbi_ra,Vejibyor,Vejibyour,Vejiby_r,Vijeshwara",75.107,P,6/9/16,,IN,PPL,1275692,Bijbehara,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
w7nnhc4Dsk,,134,null,36,Bijnor,237,29.373,84593,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bidzhnor,Bijnor,bi jie nuo er,bijanaura,bijanora,bijnora,bjnwr,pijnor,_______,_____,______,______,_______,______,______,________,____",78.13636,P,4/8/15,,IN,PPL,1275679,Bijnor,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
9BudAU1ulV,,320,null,3,Bijni,54,26.49588,12990,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),Bijni,90.70298,P,10/13/14,,IN,PPL,1275682,Bijni,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
Z65GrUFsyG,,162,null,36,Bidh_na,147,26.80172,27158,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bidhuna,Bidh_na",79.50829,P,10/14/14,,IN,PPL,1275732,Bidhuna,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
TTRezEy5wM,,557,null,19,Bijapur,606,16.82442,271064,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bidzapur,Bidzapuras,Bidzhapur,Bidzsapur,Bid_apur,Bid_apuras,Bijapur,Bij_pur,B�dzs�pur,B�j�pur,Districte de Bijapur,Vijapura,Vijayapur,Vijayapura,Visiapur,bi gu bu er,bi jia bu er,bijapuleu,bijapura,bijapuram,bijapuru,byjapwr,pijappur,vijapura,________,_______,_______,_________,_______,_______,_______,__________,_______,_________,______,____,____",75.71537,P,10/14/14,,IN,PPL,1275701,Bijapur,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
DB2P7AB7lB,,111,null,24,Bhuma,354,27.78333,5743,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),Bhuma,74.93333,P,10/14/14,,IN,PPL,1275803,Bhuma,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
bDXF4Emt5L,,156,null,36,B_gh_pur Khurd,125,26.34734,6409,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bighapur,Bighapur Khurd,Bigh_pur,B_gh_pur Khurd",80.65698,P,10/14/14,,IN,PPL,1275722,Bighapur Khurd,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
iTuUPX9c08,,499,null,16,Bhus_val,206,21.04365,183001,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhusaval,Bhusawal,Bhus_val,Bhus_wal",75.78506,P,1/7/16,,IN,PPL,1275778,Bhusaval,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
qH6tpCsvFb,,386,null,21,Bhubaneshwar,62,20.27241,762243,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"BBI,BBSR,Bhubaneshwar,Bhubaneswar,Bhubane_war,Bkhubaneshvar,Temple City of India,bhubanesbara,bhuvanesvara,bubaneshuwaru,puvanecuvaram,___________,_________,_________,_________,___________,________",85.83385,P,10/14/14,,IN,PPLA,1275817,Bhubaneshwar,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
Eig8HG0hBG,,617,null,25,K_l Bhuvanagiri,12,11.44216,20656,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhavanagiri,Bhuvanagiri,Bliuvanagiri,Kil Bhuvanagiri,K_l Bhuvanagiri",79.64763,P,6/10/20,,IN,PPL,1275768,Kil Bhuvanagiri,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
2CzEEmNeqR,,307,null,3,Bihpuri_gaon,89,27.01718,11780,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),,93.91673,P,10/13/14,,IN,PPL,1275713,Bihpuriagaon,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
jWIJR6OPBF,,213,null,34,Bih_r_ganj,46,25.73415,32805,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bihariganj,Bih_r_ganj",86.98837,P,10/14/14,,IN,PPL,1275719,Bihariganj,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
j9VJnVmwX2,,229,null,34,Bih_r Shar_f,68,25.20084,244230,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Behar,Bihar,Bihar Sharif,Bih_r,Bih_r Shar_f",85.52389,P,5/9/16,,IN,PPL,1275716,Bihar Sharif,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
uEU0OnL4Gi,,531,null,16,Bhudgaon,569,16.90742,15738,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhudgaon,Budhgaon",74.59954,P,10/13/14,,IN,PPL,1275814,Bhudgaon,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
xnp7Cj5qbP,,442,null,35,Biaora,433,23.9205,41989,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),Biaora,76.91074,P,7/17/18,,IN,PPL,1275762,Biaora,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
IHO3sEctDt,,697,null,40,Bhong_r,442,17.51544,50094,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhongir,Bhong_r",78.88563,P,5/27/18,,IN,PPLA2,1275848,Bhongir,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
A6k1viUBvu,504,558,null,19,B_dar,667,17.90802,204071,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bidar,B_dar,IXX,bi de er,bidara,bidaru,bydr,_____,_____,____,____,____,____,____,___",77.51524,P,3/1/20,,IN,PPL,1275738,Bidar,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
kgxPX69LNA,,468,null,9,Bhuj,106,23.25397,133459,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"BHJ,Bhooj,Bhuj,Bkhudzh,bhoja,bhuja,bwj,puj,_____,___,____,__,___,___,___,___,___,____",69.66928,P,10/13/14,,IN,PPL,1275812,Bhuj,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
qCUB7Ltu6b,,521,null,16,Bhor,615,18.14861,18982,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),Bhor,73.84336,P,10/13/14,,IN,PPL,1275836,Bhor,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
Dcyrbtc3FI,,354,null,38,Bhojudih,158,23.63962,9109,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),Bhojudih,86.44105,P,10/14/14,,IN,PPL,1275866,Bhojudih,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
3KVx3z1E2B,,81,null,10,Bhiw_ni,223,28.79304,190855,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhiwani,Bhiw_ni",76.13968,P,6/7/15,,IN,PPL,1275899,Bhiwani,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
6NRgN44dPL,,525,null,16,Bh_m,592,18.45908,18543,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhoom,Bhum,Bh_m",75.65877,P,6/10/20,,IN,PPL,1275804,Bhum,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
10rccRFnik,,37,null,23,Bhogpur,244,31.55442,18008,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhogpur,Bhogpur Sirwal",75.64271,P,10/14/14,,IN,PPL,1275882,Bhogpur,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
9ZhiG22pwm,,444,null,35,Bhop_l,523,23.25469,1599914,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"BHO,Bhojpal,Bhopal,Bhopala,Bhopalas,Bhopalo,Bhop�l,Bhop_l,Bhop_la,Bh�p�l,Bkhapal,Bkhopal,Bopal,B�pal,bhopal,bhopala,bo pa er,bopal,boparu,bwbal,bwpal,popal,_�_�__,_____,______,______,_____,_____,_____,______,______,_____,_____,_____,_____,_____,_____,______,______,______,_______,_______,____,_____,___,__",77.40289,P,6/10/20,,IN,PPLA,1275841,Bhopal,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
ooDBiySTN9,,517,null,16,Bhiwandi,9,19.30023,707035,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhivandi,Bhiv�ndi,Bhiwandi,Bhiwndi,Bivandi,Bkhivandi,bhi'oyadi,bhivandi,bhiwandi,biwandi,bywandy,pi wen di,_______,________,_______,________,_______,_______,______,_______,________,______,________,______,___,___",73.05881,P,10/13/14,,IN,PPL,1275901,Bhiwandi,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
cRVizOIzdU,,66,null,39,Bhowali,1791,29.38985,5685,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhowali,Bhow_li",79.50481,P,10/4/15,,IN,PPL,1275826,Bhowali,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
X2m2FDFwBe,,383,null,21,Bhuban,42,20.88197,20478,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),Bhuban,85.83334,P,10/14/14,,IN,PPL,1275818,Bhuban,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
awkyHQydQn,,130,null,24,Bhind_r,496,24.50235,16945,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhindar,Bhind_r,Bh_ndar",74.18551,P,6/7/15,,IN,PPL,1275925,Bhindar,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
m9Q7WT56J1,,116,null,24,Bh_nm_l,153,24.99944,42863,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhinmal,Bh_nm_l",72.27141,P,10/14/14,,IN,PPL,1275920,Bhinmal,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
DwLn9BqlTN,,148,null,36,Bhongaon,163,27.25515,29911,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),Bhongaon,79.18118,P,8/7/15,,IN,PPL,1275849,Bhongaon,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
zahqug9iy5,,181,null,36,Bhinga,122,27.70283,22016,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),Bhinga,81.9343,P,8/7/15,,IN,PPL,1275921,Bhinga,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
WJP70KcZyK,,36,null,23,Bhulath Gharbi,235,31.54279,10669,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bholath,Bhulath Gharbi",75.50755,P,9/6/15,,IN,PPL,1275859,Bhulath Gharbi,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
AtniZkdMOd,,521,null,16,Bhigvan,501,18.3007,8753,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),Bhigvan,74.76701,P,12/4/18,,IN,PPL,1275980,Bhigvan,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
7OO15YQLFw,,440,null,35,Bhikangaon,283,21.86764,15321,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),Bhikangaon,75.96391,P,1/7/16,,IN,PPL,1275978,Bhikangaon,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
CJQWo3TZv9,,,null,35,Bhaw_niganj,381,24.41582,38030,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),,75.83552,P,9/6/12,,IN,PPL,1276027,Bhawaniganj,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
Xl4R626FAn,,409,null,37,Bhilai,307,21.20919,625138,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhilai,Bhilai Nagar,Bhilaj Nagar,Bhilajus,Bhil__,Bilaj,Bkhilai,balay,bhila'i,bhila'i nagara,bhilai nagara,bi lai,billai,birai,pilay,_____,______,_____,______,______,_____,____ ___,_____ ___,_____,______,_____,__,___",81.4285,P,8/7/15,,IN,PPL,1275971,Bhilai,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
h7H6DceGID,,481,null,9,Bhavnagar,24,21.76287,554978,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"BHU,Baunagar,Bharnagar,Bhaunagar,Bhavnagar,Bhunagar,Bh_vnagar,Bkhavnagarom,ba fu na jia er,babeunagaleu,bavunagaru,bawngr,bhavanagara,bhav_nagar,b_awngr,pavanakar,___________,______,_______,______,______,______,_________,______,_____,_____",72.15331,P,10/4/16,,IN,PPL,1276032,Bhavnagar,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
nNcU0gZwjX,,421,null,35,Bhitarw_r,238,25.79216,17679,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhitarwar,Bhitarw_r",78.11085,P,8/7/15,,IN,PPL,1275905,Bhitarwar,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
FErDAoslZK,,546,null,2,Bh_mavaram,11,16.54078,142967,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhimavaram,Bh_mavaram",81.52322,P,10/10/14,,IN,PPL,1275947,Bhimavaram,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
zCEyWS0XKl,,66,null,39,Bh_m T_l,1343,29.34447,6625,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),,79.56336,P,10/14/14,,IN,PPL,1275931,Bhim Tal,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
HX3GkRR8n7,,476,null,9,Bh_y_vadar,86,21.85523,19458,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhaya nadar,Bhayaradar,Bhayavadar,Bhayawadar,Bh_y_radar,Bh_y_vadar",70.24791,P,6/10/20,,IN,PPL,1276013,Bhayavadar,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
WIqGnAZ8PM,,122,null,24,Bh_lw_ra,419,25.34707,326431,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhilwara,Bh_lw_ra",74.64081,P,6/7/15,,IN,PPL,1275960,Bhilwara,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
5vdRjX3Hci,,420,null,35,Bhind,157,26.56671,174035,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),Bhind,78.78728,P,10/14/14,,IN,PPL,1275926,Bhind,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
JorF27Fe5a,,517,null,16,Bhayandar,9,19.30157,520301,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhayandar,Bhayndar,Bhayundar",72.85107,P,10/13/14,,IN,PPL,1276014,Bhayandar,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
XAX3TjLJ73,,544,null,2,Bh_munipatnam,21,17.89017,44843,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bheemunipatnam,Bhimunipatnam,Bh_munipatnam,Bimlipatam",83.45203,P,6/10/20,,IN,PPL,1275930,Bhimunipatnam,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
DHry29OQXl,,46,null,23,Bathinda,216,30.20747,242800,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"BUP,Bathinda,Bkhatinda,ba ting da,bathida,bathinda,batynda,bhatinda,pattinta,________,_______,______,_______,________,________,______,_______,_________,______,___",74.93893,P,3/4/17,,IN,PPL,1276070,Bathinda,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
lv7z5h76hI,,53,null,23,Bhaw_n_garh,247,30.26685,19376,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhawanigarh,Bhaw_n_garh",76.03854,P,8/7/15,,IN,PPL,1276026,Bhawanigarh,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
a0jhha5JR6,,47,null,23,Bh_khi,227,30.05918,15961,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhikhi,Bh_khi",75.535,P,5/6/15,,IN,PPL,1275977,Bhikhi,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
ei0TYxZwz3,,548,null,2,Bhattiprolu,10,16.1026,18001,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),Bhattiprolu,80.78074,P,10/10/14,,IN,PPL,1276054,Bhattiprolu,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
7X6KVsFUOz,,161,null,36,Bharthana,152,26.75231,41055,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),Bharthana,79.2218,P,12/5/15,,IN,PPL,1276103,Bharthana,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
OHbcMHExRl,,105,null,24,Bhas_war,221,27.03895,18996,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),Bhusawar,77.04849,P,7/3/16,,IN,PPL,1276092,Bhasawar,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
DNll3RlkCE,,563,null,19,Bhatkal,12,13.98534,31735,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),Bhatkal,74.55531,P,12/5/15,,IN,PPL,1276067,Bhatkal,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
5m7xYnRsSX,,532,null,40,Bhaisa,369,19.11285,46120,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhainsa,Bhaisa,bhainsa,_____",77.96336,P,10/10/14,,IN,PPL,1276249,Bhaisa,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
RDtukDGdqy,,488,null,9,Bhar_ch,12,21.69482,153528,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Baroach,Bharoch,Bharuch,Bhar_ch,Broach",72.9805,P,6/10/20,,IN,PPL,1276100,Bharuch,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
FNKSgMyQS9,,174,null,36,Bharw_ri,106,25.56078,16411,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bharwari,Bharw_ri",81.49164,P,8/7/15,,IN,PPL,1276095,Bharwari,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
GAYHP5OcEI,,433,null,35,Bh_npura,399,24.513,17082,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhanpura,Bh_npura",75.7469,P,10/14/14,,IN,PPL,1276152,Bhanpura,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
rFRDdktzuz,,410,null,37,Bhatgaon,294,21.15,8044,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),Bhatgaon,81.7,P,10/14/14,,IN,PPL,1276079,Bhatgaon,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
OIDvzeco8M,,337,null,28,Bh_tp_ra,14,22.86643,483129,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhatpara,Bh_tp_ra",88.40113,P,10/14/14,,IN,PPL,1276058,Bhatpara,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
EPoG15I99p,,395,null,21,Bhaw_nipatna,259,19.90717,64468,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhawanipatna,Bhaw_nipatna",83.16697,P,9/6/15,,IN,PPL,1276023,Bhawanipatna,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
LLB0bBx0gB,,610,null,25,Bhav_ni,172,11.44553,39744,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhavani,Bhav_ni",77.68215,P,4/6/17,,IN,PPL,1276037,Bhavani,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
YYJQ6BOzJP,,477,null,9,Bh_nvad,55,21.93053,20823,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhanvad,Bhanwar,Bhauwar,Bh_nvad",69.78081,P,6/10/20,,IN,PPL,1276147,Bhanvad,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
UaEAlBibHP,,506,null,16,Bhand_ra,262,21.16817,90183,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhandara,Bhand_ra,Bkhandara,________",79.64885,P,8/7/15,,IN,PPL,1276191,Bhandara,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
V6m2Iwdyt2,,410,null,37,Bh_t_p_ra,275,21.735,51751,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhatapara,Bh_t_p_ra",81.94711,P,9/6/15,,IN,PPL,1276084,Bhatapara,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
E8uGC3uFgs,,388,null,21,Bhanjanagar,86,19.92719,20647,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhanjanagar,Russelkonda,Russellkonda",84.58201,P,10/14/14,,IN,PPL,1276159,Bhanjanagar,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
3GRbJa03NW,,568,null,19,Bhadr_vati,592,13.84846,163903,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),"Bhadravati,Bhadr_vati",75.70502,P,10/14/14,,IN,PPL,1276321,Bhadravati,Asia/Kolkata,Wed Oct 07 2020 23:51:31 GMT+0530 (India Standard Time),
